success,model,question_id,iteration,block,raw_response,cleaned_response,expected,session_id,timestamp,exact_match,contains_correct,contains_yes,contains_no,response_length,raw_length,had_think_tags
True,llama3.2:3b,4,1,normal_telegraphic,No.,No.,sí,q4_mllama3.23b_i1,2025-08-16T12:49:50.749435,False,True,False,False,3,3,False
True,llama3.2:3b,4,2,normal_telegraphic,No.,No.,sí,q4_mllama3.23b_i2,2025-08-16T12:49:50.790342,False,True,False,False,3,3,False
True,llama3.2:3b,4,3,normal_telegraphic,No.,No.,sí,q4_mllama3.23b_i3,2025-08-16T12:49:50.829204,False,True,False,False,3,3,False
True,llama3.2:3b,4,4,normal_telegraphic,No.,No.,sí,q4_mllama3.23b_i4,2025-08-16T12:49:50.869534,False,True,False,False,3,3,False
True,llama3.2:3b,5,0,normal_telegraphic,No.,No.,sí,q5_mllama3.23b_i0,2025-08-16T12:49:53.021220,False,True,False,False,3,3,False
True,llama3.2:3b,5,1,normal_telegraphic,No.,No.,sí,q5_mllama3.23b_i1,2025-08-16T12:49:53.133316,False,True,False,False,3,3,False
True,llama3.2:3b,5,2,normal_telegraphic,No.,No.,sí,q5_mllama3.23b_i2,2025-08-16T12:49:53.181053,False,True,False,False,3,3,False
True,llama3.2:3b,5,3,normal_telegraphic,No.,No.,sí,q5_mllama3.23b_i3,2025-08-16T12:49:53.220484,False,True,False,False,3,3,False
True,llama3.2:3b,5,4,normal_telegraphic,No.,No.,sí,q5_mllama3.23b_i4,2025-08-16T12:49:53.260781,False,True,False,False,3,3,False
True,llama3.2:3b,6,0,normal_telegraphic,No.,No.,no,q6_mllama3.23b_i0,2025-08-16T12:49:55.380185,False,True,False,False,3,3,False
True,llama3.2:3b,6,1,normal_telegraphic,No.,No.,no,q6_mllama3.23b_i1,2025-08-16T12:49:55.488953,False,True,False,False,3,3,False
True,llama3.2:3b,6,2,normal_telegraphic,No.,No.,no,q6_mllama3.23b_i2,2025-08-16T12:49:55.565621,False,True,False,False,3,3,False
True,llama3.2:3b,6,3,normal_telegraphic,No.,No.,no,q6_mllama3.23b_i3,2025-08-16T12:49:55.605655,False,True,False,False,3,3,False
True,llama3.2:3b,6,4,normal_telegraphic,No.,No.,no,q6_mllama3.23b_i4,2025-08-16T12:49:55.645554,False,True,False,False,3,3,False
True,llama3.2:3b,7,0,normal_telegraphic,No.,No.,sí,q7_mllama3.23b_i0,2025-08-16T12:49:57.749885,False,True,False,False,3,3,False
True,llama3.2:3b,7,1,normal_telegraphic,No.,No.,sí,q7_mllama3.23b_i1,2025-08-16T12:49:57.842976,False,True,False,False,3,3,False
True,llama3.2:3b,7,2,normal_telegraphic,No.,No.,sí,q7_mllama3.23b_i2,2025-08-16T12:49:57.935421,False,True,False,False,3,3,False
True,llama3.2:3b,7,3,normal_telegraphic,No.,No.,sí,q7_mllama3.23b_i3,2025-08-16T12:49:57.980020,False,True,False,False,3,3,False
True,llama3.2:3b,7,4,normal_telegraphic,No.,No.,sí,q7_mllama3.23b_i4,2025-08-16T12:49:58.019134,False,True,False,False,3,3,False
True,llama3.2:3b,8,0,normal_telegraphic,No.,No.,no,q8_mllama3.23b_i0,2025-08-16T12:50:00.121815,False,True,False,False,3,3,False
True,llama3.2:3b,8,1,normal_telegraphic,No.,No.,no,q8_mllama3.23b_i1,2025-08-16T12:50:00.193473,False,True,False,False,3,3,False
True,llama3.2:3b,8,2,normal_telegraphic,No.,No.,no,q8_mllama3.23b_i2,2025-08-16T12:50:00.264678,False,True,False,False,3,3,False
True,llama3.2:3b,8,3,normal_telegraphic,No.,No.,no,q8_mllama3.23b_i3,2025-08-16T12:50:00.336805,False,True,False,False,3,3,False
True,llama3.2:3b,8,4,normal_telegraphic,No.,No.,no,q8_mllama3.23b_i4,2025-08-16T12:50:00.378503,False,True,False,False,3,3,False
True,llama3.2:3b,9,0,normal_telegraphic,No.,No.,sí,q9_mllama3.23b_i0,2025-08-16T12:50:02.490256,False,True,False,False,3,3,False
True,llama3.2:3b,9,1,normal_telegraphic,No.,No.,sí,q9_mllama3.23b_i1,2025-08-16T12:50:02.579163,False,True,False,False,3,3,False
True,llama3.2:3b,9,2,normal_telegraphic,No.,No.,sí,q9_mllama3.23b_i2,2025-08-16T12:50:02.647411,False,True,False,False,3,3,False
True,llama3.2:3b,9,3,normal_telegraphic,No.,No.,sí,q9_mllama3.23b_i3,2025-08-16T12:50:02.713861,False,True,False,False,3,3,False
True,llama3.2:3b,9,4,normal_telegraphic,No.,No.,sí,q9_mllama3.23b_i4,2025-08-16T12:50:02.764217,False,True,False,False,3,3,False
True,llama3.2:3b,10,0,normal_telegraphic,No.,No.,sí,q10_mllama3.23b_i0,2025-08-16T12:50:04.840678,False,True,False,False,3,3,False
True,llama3.2:3b,10,1,normal_telegraphic,No.,No.,sí,q10_mllama3.23b_i1,2025-08-16T12:50:04.948101,False,True,False,False,3,3,False
True,llama3.2:3b,10,2,normal_telegraphic,No.,No.,sí,q10_mllama3.23b_i2,2025-08-16T12:50:04.987331,False,True,False,False,3,3,False
True,llama3.2:3b,10,3,normal_telegraphic,No.,No.,sí,q10_mllama3.23b_i3,2025-08-16T12:50:05.027099,False,True,False,False,3,3,False
True,llama3.2:3b,10,4,normal_telegraphic,No.,No.,sí,q10_mllama3.23b_i4,2025-08-16T12:50:05.065235,False,True,False,False,3,3,False
True,llama3.2:3b,11,0,normal_telegraphic,Sí.,Sí.,sí,q11_mllama3.23b_i0,2025-08-16T12:50:07.182189,False,True,False,False,3,3,False
True,llama3.2:3b,11,1,normal_telegraphic,Sí.,Sí.,sí,q11_mllama3.23b_i1,2025-08-16T12:50:07.306706,False,True,False,False,3,3,False
True,llama3.2:3b,11,2,normal_telegraphic,Sí.,Sí.,sí,q11_mllama3.23b_i2,2025-08-16T12:50:07.378905,False,True,False,False,3,3,False
True,llama3.2:3b,11,3,normal_telegraphic,Sí.,Sí.,sí,q11_mllama3.23b_i3,2025-08-16T12:50:07.431346,False,True,False,False,3,3,False
True,llama3.2:3b,11,4,normal_telegraphic,Sí.,Sí.,sí,q11_mllama3.23b_i4,2025-08-16T12:50:07.483249,False,True,False,False,3,3,False
True,llama3.2:3b,12,0,normal_telegraphic,No.,No.,no,q12_mllama3.23b_i0,2025-08-16T12:50:09.551508,False,True,False,False,3,3,False
True,llama3.2:3b,12,1,normal_telegraphic,No.,No.,no,q12_mllama3.23b_i1,2025-08-16T12:50:09.648065,False,True,False,False,3,3,False
True,llama3.2:3b,12,2,normal_telegraphic,No.,No.,no,q12_mllama3.23b_i2,2025-08-16T12:50:09.742225,False,True,False,False,3,3,False
True,llama3.2:3b,12,3,normal_telegraphic,No.,No.,no,q12_mllama3.23b_i3,2025-08-16T12:50:09.783779,False,True,False,False,3,3,False
True,llama3.2:3b,12,4,normal_telegraphic,No.,No.,no,q12_mllama3.23b_i4,2025-08-16T12:50:09.823387,False,True,False,False,3,3,False
True,llama3.2:3b,13,0,normal_telegraphic,No.,No.,sí,q13_mllama3.23b_i0,2025-08-16T12:50:11.944409,False,True,False,False,3,3,False
True,llama3.2:3b,13,1,normal_telegraphic,No.,No.,sí,q13_mllama3.23b_i1,2025-08-16T12:50:12.034542,False,True,False,False,3,3,False
True,llama3.2:3b,13,2,normal_telegraphic,No.,No.,sí,q13_mllama3.23b_i2,2025-08-16T12:50:12.123777,False,True,False,False,3,3,False
True,llama3.2:3b,13,3,normal_telegraphic,No.,No.,sí,q13_mllama3.23b_i3,2025-08-16T12:50:12.171258,False,True,False,False,3,3,False
True,llama3.2:3b,13,4,normal_telegraphic,No.,No.,sí,q13_mllama3.23b_i4,2025-08-16T12:50:12.212735,False,True,False,False,3,3,False
True,llama3.2:3b,14,0,normal_telegraphic,No.,No.,no,q14_mllama3.23b_i0,2025-08-16T12:50:14.296567,False,True,False,False,3,3,False
True,llama3.2:3b,14,1,normal_telegraphic,No.,No.,no,q14_mllama3.23b_i1,2025-08-16T12:50:14.352786,False,True,False,False,3,3,False
True,llama3.2:3b,14,2,normal_telegraphic,No.,No.,no,q14_mllama3.23b_i2,2025-08-16T12:50:14.392388,False,True,False,False,3,3,False
True,llama3.2:3b,14,3,normal_telegraphic,No.,No.,no,q14_mllama3.23b_i3,2025-08-16T12:50:14.431144,False,True,False,False,3,3,False
True,llama3.2:3b,14,4,normal_telegraphic,No.,No.,no,q14_mllama3.23b_i4,2025-08-16T12:50:14.470965,False,True,False,False,3,3,False
True,llama3.2:3b,15,0,normal_telegraphic,Sí.,Sí.,sí,q15_mllama3.23b_i0,2025-08-16T12:50:16.709247,False,True,False,False,3,3,False
True,llama3.2:3b,15,1,normal_telegraphic,Sí.,Sí.,sí,q15_mllama3.23b_i1,2025-08-16T12:50:16.780964,False,True,False,False,3,3,False
True,llama3.2:3b,15,3,normal_telegraphic,Sí.,Sí.,sí,q15_mllama3.23b_i3,2025-08-16T12:50:16.832917,False,True,False,False,3,3,False
True,llama3.2:3b,15,2,normal_telegraphic,Sí.,Sí.,sí,q15_mllama3.23b_i2,2025-08-16T12:50:16.885965,False,True,False,False,3,3,False
True,llama3.2:3b,15,4,normal_telegraphic,Sí.,Sí.,sí,q15_mllama3.23b_i4,2025-08-16T12:50:16.936176,False,True,False,False,3,3,False
True,llama3.2:3b,16,0,normal_telegraphic,No.,No.,sí,q16_mllama3.23b_i0,2025-08-16T12:50:19.001047,False,True,False,False,3,3,False
True,llama3.2:3b,16,1,normal_telegraphic,No.,No.,sí,q16_mllama3.23b_i1,2025-08-16T12:50:19.101092,False,True,False,False,3,3,False
True,llama3.2:3b,16,2,normal_telegraphic,No.,No.,sí,q16_mllama3.23b_i2,2025-08-16T12:50:19.163208,False,True,False,False,3,3,False
True,llama3.2:3b,16,3,normal_telegraphic,No.,No.,sí,q16_mllama3.23b_i3,2025-08-16T12:50:19.202929,False,True,False,False,3,3,False
True,llama3.2:3b,16,4,normal_telegraphic,No.,No.,sí,q16_mllama3.23b_i4,2025-08-16T12:50:19.244261,False,True,False,False,3,3,False
True,llama3.2:3b,17,0,normal_telegraphic,No.,No.,no,q17_mllama3.23b_i0,2025-08-16T12:50:21.320562,False,True,False,False,3,3,False
True,llama3.2:3b,17,1,normal_telegraphic,No.,No.,no,q17_mllama3.23b_i1,2025-08-16T12:50:21.395558,False,True,False,False,3,3,False
True,llama3.2:3b,17,2,normal_telegraphic,No.,No.,no,q17_mllama3.23b_i2,2025-08-16T12:50:21.470781,False,True,False,False,3,3,False
True,llama3.2:3b,17,3,normal_telegraphic,No.,No.,no,q17_mllama3.23b_i3,2025-08-16T12:50:21.541895,False,True,False,False,3,3,False
True,llama3.2:3b,17,4,normal_telegraphic,No.,No.,no,q17_mllama3.23b_i4,2025-08-16T12:50:21.580923,False,True,False,False,3,3,False
True,llama3.2:3b,18,0,normal_telegraphic,Sí.,Sí.,sí,q18_mllama3.23b_i0,2025-08-16T12:50:23.711154,False,True,False,False,3,3,False
True,llama3.2:3b,18,1,normal_telegraphic,Sí.,Sí.,sí,q18_mllama3.23b_i1,2025-08-16T12:50:23.781996,False,True,False,False,3,3,False
True,llama3.2:3b,18,2,normal_telegraphic,Sí.,Sí.,sí,q18_mllama3.23b_i2,2025-08-16T12:50:23.834467,False,True,False,False,3,3,False
True,llama3.2:3b,18,3,normal_telegraphic,Sí.,Sí.,sí,q18_mllama3.23b_i3,2025-08-16T12:50:23.885724,False,True,False,False,3,3,False
True,llama3.2:3b,18,4,normal_telegraphic,Sí.,Sí.,sí,q18_mllama3.23b_i4,2025-08-16T12:50:23.936497,False,True,False,False,3,3,False
True,llama3.2:3b,19,0,normal_telegraphic,No.,No.,sí,q19_mllama3.23b_i0,2025-08-16T12:50:26.025129,False,True,False,False,3,3,False
True,llama3.2:3b,19,1,normal_telegraphic,No.,No.,sí,q19_mllama3.23b_i1,2025-08-16T12:50:26.126886,False,True,False,False,3,3,False
True,llama3.2:3b,19,2,normal_telegraphic,No.,No.,sí,q19_mllama3.23b_i2,2025-08-16T12:50:26.170922,False,True,False,False,3,3,False
True,llama3.2:3b,19,3,normal_telegraphic,No.,No.,sí,q19_mllama3.23b_i3,2025-08-16T12:50:26.211489,False,True,False,False,3,3,False
True,llama3.2:3b,19,4,normal_telegraphic,No.,No.,sí,q19_mllama3.23b_i4,2025-08-16T12:50:26.252661,False,True,False,False,3,3,False
True,llama3.2:3b,20,0,normal_telegraphic,No.,No.,no,q20_mllama3.23b_i0,2025-08-16T12:50:28.378472,False,True,False,False,3,3,False
True,llama3.2:3b,20,1,normal_telegraphic,No.,No.,no,q20_mllama3.23b_i1,2025-08-16T12:50:28.488104,False,True,False,False,3,3,False
True,llama3.2:3b,20,2,normal_telegraphic,No.,No.,no,q20_mllama3.23b_i2,2025-08-16T12:50:28.556539,False,True,False,False,3,3,False
True,llama3.2:3b,20,3,normal_telegraphic,No.,No.,no,q20_mllama3.23b_i3,2025-08-16T12:50:28.596464,False,True,False,False,3,3,False
True,llama3.2:3b,20,4,normal_telegraphic,No.,No.,no,q20_mllama3.23b_i4,2025-08-16T12:50:28.634955,False,True,False,False,3,3,False
True,llama3.2:3b,21,0,normal_telegraphic,No.,No.,no,q21_mllama3.23b_i0,2025-08-16T12:50:30.711691,False,True,False,False,3,3,False
True,llama3.2:3b,21,1,normal_telegraphic,No.,No.,no,q21_mllama3.23b_i1,2025-08-16T12:50:30.780631,False,True,False,False,3,3,False
True,llama3.2:3b,21,2,normal_telegraphic,No.,No.,no,q21_mllama3.23b_i2,2025-08-16T12:50:30.849208,False,True,False,False,3,3,False
True,llama3.2:3b,21,3,normal_telegraphic,No.,No.,no,q21_mllama3.23b_i3,2025-08-16T12:50:30.917815,False,True,False,False,3,3,False
True,llama3.2:3b,21,4,normal_telegraphic,No.,No.,no,q21_mllama3.23b_i4,2025-08-16T12:50:30.962303,False,True,False,False,3,3,False
True,llama3.2:3b,22,0,normal_telegraphic,No.,No.,no,q22_mllama3.23b_i0,2025-08-16T12:50:33.056901,False,True,False,False,3,3,False
True,llama3.2:3b,22,1,normal_telegraphic,No.,No.,no,q22_mllama3.23b_i1,2025-08-16T12:50:33.146811,False,True,False,False,3,3,False
True,llama3.2:3b,22,2,normal_telegraphic,No.,No.,no,q22_mllama3.23b_i2,2025-08-16T12:50:33.186821,False,True,False,False,3,3,False
True,llama3.2:3b,22,3,normal_telegraphic,No.,No.,no,q22_mllama3.23b_i3,2025-08-16T12:50:33.226383,False,True,False,False,3,3,False
True,llama3.2:3b,22,4,normal_telegraphic,No.,No.,no,q22_mllama3.23b_i4,2025-08-16T12:50:33.266492,False,True,False,False,3,3,False
True,llama3.2:3b,23,0,normal_telegraphic,No.,No.,sí,q23_mllama3.23b_i0,2025-08-16T12:50:35.396296,False,True,False,False,3,3,False
True,llama3.2:3b,23,1,normal_telegraphic,No.,No.,sí,q23_mllama3.23b_i1,2025-08-16T12:50:35.509174,False,True,False,False,3,3,False
True,llama3.2:3b,23,2,normal_telegraphic,No.,No.,sí,q23_mllama3.23b_i2,2025-08-16T12:50:35.564472,False,True,False,False,3,3,False
True,llama3.2:3b,23,3,normal_telegraphic,No.,No.,sí,q23_mllama3.23b_i3,2025-08-16T12:50:35.604001,False,True,False,False,3,3,False
True,llama3.2:3b,23,4,normal_telegraphic,No.,No.,sí,q23_mllama3.23b_i4,2025-08-16T12:50:35.642746,False,True,False,False,3,3,False
True,llama3.2:3b,24,0,normal_telegraphic,Sí.,Sí.,sí,q24_mllama3.23b_i0,2025-08-16T12:50:37.801362,False,True,False,False,3,3,False
True,llama3.2:3b,24,1,normal_telegraphic,Sí.,Sí.,sí,q24_mllama3.23b_i1,2025-08-16T12:50:37.937735,False,True,False,False,3,3,False
True,llama3.2:3b,24,2,normal_telegraphic,Sí.,Sí.,sí,q24_mllama3.23b_i2,2025-08-16T12:50:37.991070,False,True,False,False,3,3,False
True,llama3.2:3b,24,3,normal_telegraphic,Sí.,Sí.,sí,q24_mllama3.23b_i3,2025-08-16T12:50:38.042419,False,True,False,False,3,3,False
True,llama3.2:3b,24,4,normal_telegraphic,Sí.,Sí.,sí,q24_mllama3.23b_i4,2025-08-16T12:50:38.093574,False,True,False,False,3,3,False
True,llama3.2:3b,25,0,normal_telegraphic,Sí.,Sí.,sí,q25_mllama3.23b_i0,2025-08-16T12:50:40.149485,False,True,False,False,3,3,False
True,llama3.2:3b,25,1,normal_telegraphic,Sí.,Sí.,sí,q25_mllama3.23b_i1,2025-08-16T12:50:40.264145,False,True,False,False,3,3,False
True,llama3.2:3b,25,2,normal_telegraphic,Sí.,Sí.,sí,q25_mllama3.23b_i2,2025-08-16T12:50:40.351509,False,True,False,False,3,3,False
True,llama3.2:3b,25,3,normal_telegraphic,Sí.,Sí.,sí,q25_mllama3.23b_i3,2025-08-16T12:50:40.403046,False,True,False,False,3,3,False
True,llama3.2:3b,25,4,normal_telegraphic,Sí.,Sí.,sí,q25_mllama3.23b_i4,2025-08-16T12:50:40.454653,False,True,False,False,3,3,False
True,llama3.2:3b,26,0,normal_telegraphic,No.,No.,no,q26_mllama3.23b_i0,2025-08-16T12:50:42.467179,False,True,False,False,3,3,False
True,llama3.2:3b,26,1,normal_telegraphic,No.,No.,no,q26_mllama3.23b_i1,2025-08-16T12:50:42.532694,False,True,False,False,3,3,False
True,llama3.2:3b,26,2,normal_telegraphic,No.,No.,no,q26_mllama3.23b_i2,2025-08-16T12:50:42.589846,False,True,False,False,3,3,False
True,llama3.2:3b,26,3,normal_telegraphic,No.,No.,no,q26_mllama3.23b_i3,2025-08-16T12:50:42.653267,False,True,False,False,3,3,False
True,llama3.2:3b,26,4,normal_telegraphic,No.,No.,no,q26_mllama3.23b_i4,2025-08-16T12:50:42.693038,False,True,False,False,3,3,False
True,llama3.2:3b,27,0,normal_telegraphic,Sí.,Sí.,sí,q27_mllama3.23b_i0,2025-08-16T12:50:44.845577,False,True,False,False,3,3,False
True,llama3.2:3b,27,1,normal_telegraphic,Sí.,Sí.,sí,q27_mllama3.23b_i1,2025-08-16T12:50:44.952620,False,True,False,False,3,3,False
True,llama3.2:3b,27,2,normal_telegraphic,Sí.,Sí.,sí,q27_mllama3.23b_i2,2025-08-16T12:50:45.004293,False,True,False,False,3,3,False
True,llama3.2:3b,27,3,normal_telegraphic,Sí.,Sí.,sí,q27_mllama3.23b_i3,2025-08-16T12:50:45.057339,False,True,False,False,3,3,False
True,llama3.2:3b,27,4,normal_telegraphic,Sí.,Sí.,sí,q27_mllama3.23b_i4,2025-08-16T12:50:45.109394,False,True,False,False,3,3,False
True,llama3.2:3b,28,0,normal_telegraphic,No.,No.,no,q28_mllama3.23b_i0,2025-08-16T12:50:47.198656,False,True,False,False,3,3,False
True,llama3.2:3b,28,1,normal_telegraphic,No.,No.,no,q28_mllama3.23b_i1,2025-08-16T12:50:47.308987,False,True,False,False,3,3,False
True,llama3.2:3b,28,2,normal_telegraphic,No.,No.,no,q28_mllama3.23b_i2,2025-08-16T12:50:47.359224,False,True,False,False,3,3,False
True,llama3.2:3b,28,3,normal_telegraphic,No.,No.,no,q28_mllama3.23b_i3,2025-08-16T12:50:47.399006,False,True,False,False,3,3,False
True,llama3.2:3b,28,4,normal_telegraphic,No.,No.,no,q28_mllama3.23b_i4,2025-08-16T12:50:47.437619,False,True,False,False,3,3,False
True,llama3.2:3b,29,0,normal_telegraphic,No.,No.,sí,q29_mllama3.23b_i0,2025-08-16T12:50:49.555590,False,True,False,False,3,3,False
True,llama3.2:3b,29,1,normal_telegraphic,No.,No.,sí,q29_mllama3.23b_i1,2025-08-16T12:50:49.663776,False,True,False,False,3,3,False
True,llama3.2:3b,29,2,normal_telegraphic,No.,No.,sí,q29_mllama3.23b_i2,2025-08-16T12:50:49.743543,False,True,False,False,3,3,False
True,llama3.2:3b,29,4,normal_telegraphic,No.,No.,sí,q29_mllama3.23b_i4,2025-08-16T12:50:49.783225,False,True,False,False,3,3,False
True,llama3.2:3b,29,3,normal_telegraphic,No.,No.,sí,q29_mllama3.23b_i3,2025-08-16T12:50:49.821663,False,True,False,False,3,3,False
True,llama3.2:3b,30,0,normal_telegraphic,No.,No.,sí,q30_mllama3.23b_i0,2025-08-16T12:50:51.869284,False,True,False,False,3,3,False
True,llama3.2:3b,30,1,normal_telegraphic,No.,No.,sí,q30_mllama3.23b_i1,2025-08-16T12:50:51.933311,False,True,False,False,3,3,False
True,llama3.2:3b,30,2,normal_telegraphic,No.,No.,sí,q30_mllama3.23b_i2,2025-08-16T12:50:51.973590,False,True,False,False,3,3,False
True,llama3.2:3b,30,3,normal_telegraphic,No.,No.,sí,q30_mllama3.23b_i3,2025-08-16T12:50:52.023544,False,True,False,False,3,3,False
True,llama3.2:3b,30,4,normal_telegraphic,No.,No.,sí,q30_mllama3.23b_i4,2025-08-16T12:50:52.063037,False,True,False,False,3,3,False
True,llama3.2:3b,31,0,normal_telegraphic,Sí.,Sí.,sí,q31_mllama3.23b_i0,2025-08-16T12:50:54.280249,False,True,False,False,3,3,False
True,llama3.2:3b,31,1,normal_telegraphic,Sí.,Sí.,sí,q31_mllama3.23b_i1,2025-08-16T12:50:54.362059,False,True,False,False,3,3,False
True,llama3.2:3b,31,2,normal_telegraphic,Sí.,Sí.,sí,q31_mllama3.23b_i2,2025-08-16T12:50:54.414039,False,True,False,False,3,3,False
True,llama3.2:3b,31,3,normal_telegraphic,Sí.,Sí.,sí,q31_mllama3.23b_i3,2025-08-16T12:50:54.465176,False,True,False,False,3,3,False
True,llama3.2:3b,31,4,normal_telegraphic,Sí.,Sí.,sí,q31_mllama3.23b_i4,2025-08-16T12:50:54.516384,False,True,False,False,3,3,False
True,llama3.2:3b,32,0,normal_telegraphic,No.,No.,sí,q32_mllama3.23b_i0,2025-08-16T12:50:56.635392,False,True,False,False,3,3,False
True,llama3.2:3b,32,1,normal_telegraphic,No.,No.,sí,q32_mllama3.23b_i1,2025-08-16T12:50:56.729816,False,True,False,False,3,3,False
True,llama3.2:3b,32,2,normal_telegraphic,No.,No.,sí,q32_mllama3.23b_i2,2025-08-16T12:50:56.769425,False,True,False,False,3,3,False
True,llama3.2:3b,32,3,normal_telegraphic,No.,No.,sí,q32_mllama3.23b_i3,2025-08-16T12:50:56.808235,False,True,False,False,3,3,False
True,llama3.2:3b,32,4,normal_telegraphic,No.,No.,sí,q32_mllama3.23b_i4,2025-08-16T12:50:56.846965,False,True,False,False,3,3,False
True,llama3.2:3b,33,0,normal_telegraphic,No.,No.,no,q33_mllama3.23b_i0,2025-08-16T12:50:58.963401,False,True,False,False,3,3,False
True,llama3.2:3b,33,1,normal_telegraphic,No.,No.,no,q33_mllama3.23b_i1,2025-08-16T12:50:59.072891,False,True,False,False,3,3,False
True,llama3.2:3b,33,2,normal_telegraphic,No.,No.,no,q33_mllama3.23b_i2,2025-08-16T12:50:59.146801,False,True,False,False,3,3,False
True,llama3.2:3b,33,3,normal_telegraphic,No.,No.,no,q33_mllama3.23b_i3,2025-08-16T12:50:59.187173,False,True,False,False,3,3,False
True,llama3.2:3b,33,4,normal_telegraphic,No.,No.,no,q33_mllama3.23b_i4,2025-08-16T12:50:59.229961,False,True,False,False,3,3,False
True,llama3.2:3b,34,0,normal_telegraphic,Sí.,Sí.,sí,q34_mllama3.23b_i0,2025-08-16T12:51:01.346445,False,True,False,False,3,3,False
True,llama3.2:3b,34,1,normal_telegraphic,Sí.,Sí.,sí,q34_mllama3.23b_i1,2025-08-16T12:51:01.461908,False,True,False,False,3,3,False
True,llama3.2:3b,34,2,normal_telegraphic,Sí.,Sí.,sí,q34_mllama3.23b_i2,2025-08-16T12:51:01.549278,False,True,False,False,3,3,False
True,llama3.2:3b,34,3,normal_telegraphic,Sí.,Sí.,sí,q34_mllama3.23b_i3,2025-08-16T12:51:01.601687,False,True,False,False,3,3,False
True,llama3.2:3b,34,4,normal_telegraphic,Sí.,Sí.,sí,q34_mllama3.23b_i4,2025-08-16T12:51:01.653425,False,True,False,False,3,3,False
True,llama3.2:3b,35,0,normal_telegraphic,No.,No.,sí,q35_mllama3.23b_i0,2025-08-16T12:51:03.702489,False,True,False,False,3,3,False
True,llama3.2:3b,35,1,normal_telegraphic,No.,No.,sí,q35_mllama3.23b_i1,2025-08-16T12:51:03.773184,False,True,False,False,3,3,False
True,llama3.2:3b,35,2,normal_telegraphic,No.,No.,sí,q35_mllama3.23b_i2,2025-08-16T12:51:03.843625,False,True,False,False,3,3,False
True,llama3.2:3b,35,3,normal_telegraphic,No.,No.,sí,q35_mllama3.23b_i3,2025-08-16T12:51:03.913939,False,True,False,False,3,3,False
True,llama3.2:3b,35,4,normal_telegraphic,No.,No.,sí,q35_mllama3.23b_i4,2025-08-16T12:51:03.955854,False,True,False,False,3,3,False
True,llama3.2:3b,36,0,normal_telegraphic,No.,No.,sí,q36_mllama3.23b_i0,2025-08-16T12:51:06.078660,False,True,False,False,3,3,False
True,llama3.2:3b,36,1,normal_telegraphic,No.,No.,sí,q36_mllama3.23b_i1,2025-08-16T12:51:06.162607,False,True,False,False,3,3,False
True,llama3.2:3b,36,2,normal_telegraphic,No.,No.,sí,q36_mllama3.23b_i2,2025-08-16T12:51:06.229107,False,True,False,False,3,3,False
